https://www.imdb.com/name/nm0597388/bio?ref_=nm_ov_bio_sm,"Joseph Jason Namakaeha Momoa was born on August 1, 1979, in Honolulu, Hawaii. He is the son of Coni (Lemke), a photographer, and Joseph Momoa, a painter. His father is of Hawaiian descent and his mother, who is from Iowa, is of mostly German ancestry. Jason was raised in Norwalk, Iowa, by his mother. After high school, he moved to Hawaii, where he landed a lead role, beating out of thousands of hopefuls in the TV series Baywatch (1989) (known as ""Baywatch Hawaii"" in its 10th season). When the show ended, he spent the next couple of years traveling around the world. In 2001, he moved to Los Angeles, where he continued to pursue an acting career. In 2004, after the short-lived TV series North Shore (2004), he was cast as the popular character ""Ronon Dex"" in the TV series Stargate: Atlantis (2004), which achieved a cult-like following. In 2010, he appeared in the Emmy-nominated HBO series Game of Thrones (2011), playing the Dothraki king, Khal Drogo. To illustrate to the producers that he was Khal Drogo, he performed the Haka, a traditional war dance of the Maori of New Zealand. The audition was with the same casting director who was casting the titular role in the reboot of Conan the Barbarian (2011). Four weeks after being cast as the popular Robert E. Howard character, Momoa began shooting in Bulgaria. His approach, like that of the filmmakers, was to pull from the eight decades of comics and stories as well as the Frank Frazetta images rather than the hugely popular 1982 movie. Jason has a production company, Pride of Gypsies, in which he is expanding his career from actor to filmmaker. He has directed a couple of short films and is working on his feature film debut Road to Paloma (2014), which is pulled from a series of stories that he's been developing over the years, which he calls the Brown Bag Diaries: Ridin' the Blinds in B Minor (2010). Jason lives with his wife, actress Lisa Bonet, with whom he has two children, Lola and Nakoa-Wolf."
https://www.imdb.com/name/nm0279403/bio?ref_=nm_ov_bio_sm,"Started in theater at South Coast Repertory when he was 12. Majored in theater at UCSD. Best known for playing the all-american, philanthropic, athlete ""Jason McNamara"" on the ABC sitcom, The George Lopez show. Also known for playing lead roles in films such as Lionsgate's Jekyll + Hyde and the Indie-Netflix film He's Such a Girl. He played both characters, Jekyll and Hyde in this modern take on the old story, a young man striving to become something more regardless of the consequences. His role in 'Girl' is a far cry from the over sexed, manic killer portrayed in 'Hyde'. Fisher depicts a melancholy, sympathetic character who is constantly taken advantage of. His guest star television roles range from a surfer gone mad, to the perfect boyfriend, a privileged jock, to an east coast bartender, even a tattooed date rapist. He loves all aspects of acting, theater and the process. He currently resides in Los Angeles."
https://www.imdb.com/name/nm0709649/bio?ref_=nm_ov_bio_sm,"Meg Randall was born on August 1, 1926 in Clinton, Oklahoma, USA as Genevieve Roberts. She was an actress, known for Ma and Pa Kettle Back on the Farm (1951), Highway Patrol (1955) and Ma and Pa Kettle Go to Town (1950). She died on July 20, 2018 in the USA."
https://www.imdb.com/name/nm0004947/bio?ref_=nm_ov_bio_sm,"Jennifer Gareis was born on August 1, 1970 in Lancaster, Pennsylvania, USA. She is an actress, known for Miss Congeniality (2000), The 6th Day (2000) and Private Parts (1997). She has been married to Bobby Ghassemieh since March 7, 2010. They have two children."
https://www.imdb.com/name/nm0130429/bio?ref_=nm_ov_bio_sm,"Luis Callejo was born on August 1, 1970 in Segovia, Segovia, Castilla y León, Spain. He is an actor and producer, known for The Fury of a Patient Man (2016), Risen (2016) and The Boat (2011)."
https://www.imdb.com/name/nm2358356/bio?ref_=nm_ov_bio_sm,"British actress Sasha Jackson is primarily based in London (whilst also having Los Angeles and Atlanta bases) and travels worldwide for work commitments. Sasha has an EB1 Green Card in recognition of her talent and body of work and is a member of British Equity. Sasha has trained with some of LA's most respected and renowned acting coaches, among them: Ivana Chubbuck (as a Masterclass member), Andrew Magarian, Taylor Sheridan and Warner Loughlin and has had intensive one-to-one dialect coaching with the master of voices, Bob Corff, which has given her a US accent that is widely regarded among the casting community as ""flawless"". She has also perfected numerous other accents and is a skilled mimic, which further increases her suitability to fill a wide range of characters of various nationalities. Through her professional training in weapons and martial arts as the lead female in both Jarhead 3: The Siege (2016), The Perfect Weapon (2016) and ""Snapshot"", Sasha is fast gaining a strong reputation as an action heroine whilst being equally comfortable using her comedic timing in roles for Fuller House (2016) and The Royals (2015). Sasha, who has proven herself to be a versatile and talented actor in a wide variety of roles and genres, relishes learning new physical skills for projects and, indeed, embraces the challenges that such roles bring, including surfing the huge winter waves in South Africa for Blue Crush 2 (2011) and learning multiple dance disciplines and styles for the lead in a dance movie. Sasha, who competitively represented the South of England in High Board Diving and who is also a former District Trampolining champion, has already had a diverse career encompassing projects which saw her take the lead in several successful independent feature films, UK television series as an actress, presenter and herself as well as commercials, modelling assignments, as a Government-backed singer and also as the ""face"" and Worldwide Ambassador of two companies in the UK and Dubai."
https://www.imdb.com/name/nm1228504/bio?ref_=nm_ov_bio_sm,"Born in San Juan, Puerto Rico, Ortiz grew up in Orlando, Florida. An early love of dancing led to major roles in local theater productions. Her passion and talent eventually brought her to Los Angeles, where she immediately found success hosting a local television program. Other acting and hosting opportunities quickly followed. Along the way, Ortiz was named one of Maxim Espanol's ""50 Most Beautiful People"".Valery Ortiz stars as ""Raquel"" in the new VH1 one-hour scripted series Hit the Floor. Upon it's premiere, it became the highest-rated freshman scripted cable series among the advertiser-coveted adults 18-49 demographic, where it averages a 1.2 rating. Ortiz is known to millions of young people as cheerleader Madison Duarte on the groundbreaking teen drama South of Nowhere. Over three seasons, the series earned loyal fans and garnered critical praise. The show won the prestigious Humanitas Prize® as well as three consecutive GLAAD Media Award® nominations for ""Outstanding Drama Series"" as well as WGA® and Teen Choice® Award nominations. The actress then stepped into the role of ""Lupe"" a struggling young mother in Robert Townsend's original web series Diary of a Single Mom, which aired for three seasons.When not working, Ortiz lends her time to organizations like the Best Friends Org, Special Needs Network, Inc. for Autistic Kids, and Eva Longoria's Padres Contra El Cancer."
https://www.imdb.com/name/nm0389707/bio?ref_=nm_ov_bio_sm,"Ian Hogg was born on August 1, 1937 in Newcastle upon Tyne, England as Alexander Ian Hogg. He is an actor, known for King Lear (1970), Doctor Who (1963) and The Theban Plays by Sophocles (1986). He has been married to Thea Bean since 1962."
https://www.imdb.com/name/nm0005451/bio?ref_=nm_ov_bio_sm,"Sparks was born in the San Francisco Bay area suburb of Orinda, Calif. A tomboy as a teenager, Sparks was sent by her mother to modeling school in San Francisco. She went on her first audition for a national Coca Cola commercial, and landed the part. Smitten with the acting bug, Sparks went on her first acting audition, for the CBS series Cover Up (1984), and was given a contract role. Soon after, her neighbor, producer/director Blake Edwards, ""discovered"" her on the beach in Malibu and cast her in the film That's Life! (1986). Her second series audition was for Falcon Crest (1981), where she spent two and a half years in the role of ""Vicki Gioberti"". Sparks' other television credits include Melrose Place (1992), Star Trek: The Next Generation (1987), Murder, She Wrote (1984), Thirtysomething (1987) and L.A. Law (1986). She was ""Lt. Cmdr. Carolyn Imes"" on the hit series JAG (1995). Dana is past Executive Director of Regenerate Films and presently Board Member and Producer. She has a passion for the arts, animals and the outdoors ."
https://www.imdb.com/name/nm2185928/bio?ref_=nm_ov_bio_sm,"Danny Kwok-Kwan Chan was born on August 1, 1975 in Hong Kong. He is an actor, known for Kung Fu Hustle (2004), Ip Man 3 (2015) and Ip Man 4: The Finale (2019)."
